#NBK_id	GR_shortname	genesymbol
	fastkd2-coxpd	FASTKD2
	taf8-ndd	TAF8
	usp7-ndd	USP7
NBK1103	trimethylaminuria	FMO3
NBK1104	cdls	BRD4
NBK1104	cdls	HDAC8
NBK1104	cdls	NIPBL
NBK1104	cdls	RAD21
NBK1104	cdls	SMC1A
NBK1104	cdls	SMC3
NBK1105	scan1	TDP1
NBK1106	char	TFAP2B
NBK1107	spg7	SPG7
NBK1108	alps	CASP10
NBK1108	alps	FAS
NBK1108	alps	FASLG
NBK1109	nf1	NF1
NBK1110	cdg-1a	PMM2
NBK1111	hos	TBX5
NBK1112	x-hed	EDA
NBK1112	x-hed	EDAR
NBK1112	x-hed	EDARADD
NBK1112	x-hed	WNT10A
NBK1113	pxe	ABCC6
NBK1114	weill-ms	ADAMTS10
NBK1114	weill-ms	ADAMTS17
NBK1114	weill-ms	FBN1
NBK1114	weill-ms	LTBP2
NBK1115	rapid-odp	ATP1A3
NBK1117	charge	CHD7
NBK1118	ipex	FOXP3
NBK1119	dbmd	DMD
NBK1120	taa	ACTA2
NBK1120	taa	BGN
NBK1120	taa	CBS
NBK1120	taa	COL3A1
NBK1120	taa	COL4A5
NBK1120	taa	EFEMP2
NBK1120	taa	ELN
NBK1120	taa	FBN1
NBK1120	taa	FBN2
NBK1120	taa	FLNA
NBK1120	taa	FOXE3
NBK1120	taa	HCN4
NBK1120	taa	LOX
NBK1120	taa	MAT2A
NBK1120	taa	MFAP5
NBK1120	taa	MYH11
NBK1120	taa	MYLK
NBK1120	taa	NOTCH1
NBK1120	taa	PKD1
NBK1120	taa	PKD2
NBK1120	taa	PRKG1
NBK1120	taa	SKI
NBK1120	taa	SLC2A10
NBK1120	taa	SMAD2
NBK1120	taa	SMAD3
NBK1120	taa	SMAD4
NBK1120	taa	TGFB2
NBK1120	taa	TGFB3
NBK1120	taa	TGFBR1
NBK1120	taa	TGFBR2
NBK1121	hgps	LMNA
NBK1122	pcd	CCDC39
NBK1122	pcd	CCDC40
NBK1122	pcd	CCNO
NBK1122	pcd	CFAP221
NBK1122	pcd	CFAP298
NBK1122	pcd	CFAP300
NBK1122	pcd	CFAP54
NBK1122	pcd	CFAP57
NBK1122	pcd	CFAP74
NBK1122	pcd	CLXN
NBK1122	pcd	DNAAF1
NBK1122	pcd	DNAAF11
NBK1122	pcd	DNAAF19
NBK1122	pcd	DNAAF2
NBK1122	pcd	DNAAF3
NBK1122	pcd	DNAAF4
NBK1122	pcd	DNAAF5
NBK1122	pcd	DNAAF6
NBK1122	pcd	DNAH1
NBK1122	pcd	DNAH10
NBK1122	pcd	DNAH11
NBK1122	pcd	DNAH5
NBK1122	pcd	DNAH7
NBK1122	pcd	DNAH9
NBK1122	pcd	DNAI1
NBK1122	pcd	DNAI2
NBK1122	pcd	DNAJB13
NBK1122	pcd	DNAL1
NBK1122	pcd	DRC1
NBK1122	pcd	DRC2
NBK1122	pcd	DRC4
NBK1122	pcd	FOXJ1
NBK1122	pcd	GAS2L2
NBK1122	pcd	HYDIN
NBK1122	pcd	IFT74
NBK1122	pcd	KIAA0586
NBK1122	pcd	LRRC56
NBK1122	pcd	MCIDAS
NBK1122	pcd	NEK10
NBK1122	pcd	NME5
NBK1122	pcd	NME8
NBK1122	pcd	ODAD1
NBK1122	pcd	ODAD2
NBK1122	pcd	ODAD3
NBK1122	pcd	ODAD4
NBK1122	pcd	OFD1
NBK1122	pcd	RPGR
NBK1122	pcd	RSPH1
NBK1122	pcd	RSPH3
NBK1122	pcd	RSPH4A
NBK1122	pcd	RSPH9
NBK1122	pcd	SPAG1
NBK1122	pcd	SPEF2
NBK1122	pcd	STK36
NBK1122	pcd	TP73
NBK1122	pcd	TTC12
NBK1122	pcd	TUBB4B
NBK1122	pcd	ZMYND10
NBK1123	edm-ad	COL9A1
NBK1123	edm-ad	COL9A2
NBK1123	edm-ad	COL9A3
NBK1123	edm-ad	COMP
NBK1123	edm-ad	MATN3
NBK1124	noonan	BRAF
NBK1124	noonan	KRAS
NBK1124	noonan	LZTR1
NBK1124	noonan	MAP2K1
NBK1124	noonan	MRAS
NBK1124	noonan	NRAS
NBK1124	noonan	PTPN11
NBK1124	noonan	RAF1
NBK1124	noonan	RASA2
NBK1124	noonan	RIT1
NBK1124	noonan	RRAS2
NBK1124	noonan	SOS1
NBK1124	noonan	SOS2
NBK1125	ebj	COL17A1
NBK1125	ebj	ITGB4
NBK1125	ebj	LAMA3
NBK1125	ebj	LAMB3
NBK1125	ebj	LAMC2
NBK1126	opmd	PABPN1
NBK1127	clcn7	CLCN7
NBK1128	msx2	ALX4
NBK1128	msx2	MSX2
NBK1129	rws	CACNA1C
NBK1129	rws	CALM1
NBK1129	rws	CALM2
NBK1129	rws	CALM3
NBK1129	rws	CAV3
NBK1129	rws	KCNE1
NBK1129	rws	KCNE2
NBK1129	rws	KCNH2
NBK1129	rws	KCNJ2
NBK1129	rws	KCNQ1
NBK1129	rws	SCN5A
NBK1129	rws	TRDN
NBK1130	mld	ARSA
NBK1131	arvd	DES
NBK1131	arvd	DSC2
NBK1131	arvd	DSG2
NBK1131	arvd	DSP
NBK1131	arvd	JUP
NBK1131	arvd	PKP2
NBK1131	arvd	PLN
NBK1131	arvd	TMEM43
NBK1132	nail-ps	LMX1B
NBK1133	loeys-dietz	IPO8
NBK1133	loeys-dietz	SMAD2
NBK1133	loeys-dietz	SMAD3
NBK1133	loeys-dietz	TGFB2
NBK1133	loeys-dietz	TGFB3
NBK1133	loeys-dietz	TGFBR1
NBK1133	loeys-dietz	TGFBR2
NBK1135	glc	CYP1B1
NBK1135	glc	LTBP2
NBK1135	glc	TEK
NBK1136	gan	GAN
NBK1137	cherubism	OGFRL1
NBK1137	cherubism	SH3BP2
NBK1138	ataxias	AFG3L2
NBK1138	ataxias	ANGPTL3
NBK1138	ataxias	ANO10
NBK1138	ataxias	APOB
NBK1138	ataxias	APTX
NBK1138	ataxias	ATM
NBK1138	ataxias	ATN1
NBK1138	ataxias	ATXN1
NBK1138	ataxias	ATXN10
NBK1138	ataxias	ATXN2
NBK1138	ataxias	ATXN3
NBK1138	ataxias	ATXN7
NBK1138	ataxias	ATXN8
NBK1138	ataxias	ATXN8OS
NBK1138	ataxias	BEAN1
NBK1138	ataxias	CACNA1A
NBK1138	ataxias	COQ2
NBK1138	ataxias	COQ4
NBK1138	ataxias	COQ8A
NBK1138	ataxias	FGF14
NBK1138	ataxias	FMR1
NBK1138	ataxias	FXN
NBK1138	ataxias	ITPR1
NBK1138	ataxias	KCNC3
NBK1138	ataxias	KCND3
NBK1138	ataxias	MTTP
NBK1138	ataxias	NOP56
NBK1138	ataxias	PPP2R2B
NBK1138	ataxias	PRKCG
NBK1138	ataxias	RFC1
NBK1138	ataxias	SACS
NBK1138	ataxias	SETX
NBK1138	ataxias	SPG7
NBK1138	ataxias	SPTBN2
NBK1138	ataxias	SYNE1
NBK1138	ataxias	TBP
NBK1138	ataxias	TTPA
NBK1138	ataxias	ZFHX3
NBK1139	hgc	CDH1
NBK1139	hgc	CTNNA1
NBK1140	sca6	CACNA1A
NBK1141	neuroferritin	FTL
NBK1142	epm1	CSTB
NBK1143	slo	DHCR7
NBK1144	angelman	UBE3A
NBK1145	sedt	TRAPPC2
NBK1146	mhs	CACNA1S
NBK1146	mhs	RYR1
NBK1146	mhs	STAC3
NBK1148	ptt	F2
NBK1149	lns	HPRT1
NBK1150	hops	ALPL
NBK1151	bcns	PTCH1
NBK1151	bcns	SUFU
NBK1152	achondroplasia	FGFR3
NBK1153	rbs	ESCO2
NBK1154	aoa2	SETX
NBK1155	dystonia-ov	ADAR
NBK1155	dystonia-ov	ARSA
NBK1155	dystonia-ov	ATN1
NBK1155	dystonia-ov	ATP13A2
NBK1155	dystonia-ov	ATP1A3
NBK1155	dystonia-ov	ATP7B
NBK1155	dystonia-ov	BTD
NBK1155	dystonia-ov	C19orf12
NBK1155	dystonia-ov	CBS
NBK1155	dystonia-ov	CLN3
NBK1155	dystonia-ov	CLN5
NBK1155	dystonia-ov	CLN6
NBK1155	dystonia-ov	CLN8
NBK1155	dystonia-ov	CP
NBK1155	dystonia-ov	CTSD
NBK1155	dystonia-ov	CTSF
NBK1155	dystonia-ov	D2HGDH
NBK1155	dystonia-ov	DCAF17
NBK1155	dystonia-ov	DNAJC5
NBK1155	dystonia-ov	FA2H
NBK1155	dystonia-ov	FTL
NBK1155	dystonia-ov	FUCA1
NBK1155	dystonia-ov	GALC
NBK1155	dystonia-ov	GALT
NBK1155	dystonia-ov	GAMT
NBK1155	dystonia-ov	GATM
NBK1155	dystonia-ov	GCDH
NBK1155	dystonia-ov	GCH1
NBK1155	dystonia-ov	GLB1
NBK1155	dystonia-ov	GM2A
NBK1155	dystonia-ov	GNAL
NBK1155	dystonia-ov	GRN
NBK1155	dystonia-ov	HPRT1
NBK1155	dystonia-ov	HTT
NBK1155	dystonia-ov	JPH3
NBK1155	dystonia-ov	KCTD7
NBK1155	dystonia-ov	MCEE
NBK1155	dystonia-ov	MECP2
NBK1155	dystonia-ov	MFSD8
NBK1155	dystonia-ov	MMAA
NBK1155	dystonia-ov	MMAB
NBK1155	dystonia-ov	MMADHC
NBK1155	dystonia-ov	MMUT
NBK1155	dystonia-ov	NPC1
NBK1155	dystonia-ov	NPC2
NBK1155	dystonia-ov	PAH
NBK1155	dystonia-ov	PANK2
NBK1155	dystonia-ov	PDGFB
NBK1155	dystonia-ov	PDGFRB
NBK1155	dystonia-ov	PLA2G6
NBK1155	dystonia-ov	PLP1
NBK1155	dystonia-ov	PNKD
NBK1155	dystonia-ov	POLG
NBK1155	dystonia-ov	PPT1
NBK1155	dystonia-ov	PRKN
NBK1155	dystonia-ov	PRRT2
NBK1155	dystonia-ov	RNASEH2A
NBK1155	dystonia-ov	RNASEH2B
NBK1155	dystonia-ov	RNASEH2C
NBK1155	dystonia-ov	SAMHD1
NBK1155	dystonia-ov	SGCE
NBK1155	dystonia-ov	SLC19A3
NBK1155	dystonia-ov	SLC20A2
NBK1155	dystonia-ov	SLC2A1
NBK1155	dystonia-ov	SLC30A10
NBK1155	dystonia-ov	SLC6A19
NBK1155	dystonia-ov	SLC6A8
NBK1155	dystonia-ov	SPR
NBK1155	dystonia-ov	TAF1
NBK1155	dystonia-ov	TH
NBK1155	dystonia-ov	THAP1
NBK1155	dystonia-ov	TIMM8A
NBK1155	dystonia-ov	TOR1A
NBK1155	dystonia-ov	TPP1
NBK1155	dystonia-ov	TREX1
NBK1155	dystonia-ov	VPS13A
NBK1155	dystonia-ov	WDR45
NBK1155	dystonia-ov	XK
NBK1156	ced	TGFB1
NBK1157	eb-pa	ITGA6
NBK1157	eb-pa	ITGB4
NBK1157	eb-pa	PLEC
NBK1159	arg1	ARG1
